customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,clusters,RFM_Score,customer_profile
212.0,Nanice,Ellse,Female,21.0,2001-11-19,Desktop Support Technician,IT,Affluent Customer,N,No,1.0,1,9,Mid-Low Value
213.0,Lockwood,Exroll,Male,13.0,1996-05-14,Actuary,Financial Services,High Net Worth,N,Yes,6.0,1,4,High Value
214.0,Jeramie,Cellier,Male,82.0,1957-11-29,Food Chemist,Health,Mass Customer,N,No,6.0,1,9,Mid-Low Value
215.0,Debera,Foxworthy,Female,37.0,1974-06-24,Assistant Professor,Retail,High Net Worth,N,Yes,18.0,1,5,High-Mid Value
216.0,Cinderella,Parcall,Female,12.0,1995-01-12,Quality Engineer,Financial Services,High Net Worth,N,Yes,7.0,0,7,High-Mid Value
217.0,Jeralee,Quartly,Female,63.0,1979-12-09,,Manufacturing,High Net Worth,N,No,16.0,0,7,High-Mid Value
218.0,Stefa,Dunnan,Female,37.0,1993-08-06,Administrative Officer,Property,High Net Worth,N,Yes,8.0,0,7,High-Mid Value
219.0,Markus,Mughal,Male,9.0,1964-11-25,Database Administrator III,Health,Mass Customer,N,No,7.0,0,10,Mid-Low Value
220.0,Jeniffer,Apark,Female,79.0,1954-05-10,Electrical Engineer,Manufacturing,High Net Worth,N,No,9.0,0,6,High-Mid Value
221.0,Mara,Bloore,Female,14.0,1980-03-10,Tax Accountant,Manufacturing,Mass Customer,N,No,14.0,0,8,Mid Value
222.0,Nev,Larive,Male,89.0,1978-09-03,Clinical Specialist,Health,Mass Customer,N,No,16.0,0,7,High-Mid Value
223.0,Ossie,Meaton,Male,13.0,1983-11-26,VP Sales,,Affluent Customer,N,Yes,14.0,0,7,High-Mid Value
224.0,Morgun,Girvan,Male,2.0,1967-12-03,Compensation Analyst,Financial Services,Affluent Customer,N,No,17.0,0,5,High-Mid Value
225.0,Brittaney,Pring,Female,84.0,1977-03-11,Pharmacist,Health,Affluent Customer,N,No,13.0,0,7,High-Mid Value
226.0,Bondie,Letty,Male,96.0,1977-11-11,Database Administrator IV,Manufacturing,Mass Customer,N,No,20.0,0,11,Low Value
227.0,Wendall,McKeand,Male,99.0,1973-08-14,Accountant I,Entertainment,Mass Customer,N,No,18.0,0,7,High-Mid Value
228.0,Lucia,Pickervance,Female,59.0,1986-05-25,Systems Administrator II,Manufacturing,High Net Worth,N,No,12.0,0,8,Mid Value
229.0,Vaughn,Lambis,Male,30.0,1966-03-06,,Property,High Net Worth,N,No,19.0,0,10,Mid-Low Value
230.0,Maegan,Scyone,Female,74.0,1954-06-24,Internal Auditor,Property,High Net Worth,N,No,11.0,0,7,High-Mid Value
231.0,Basile,Winsor,Male,48.0,1995-08-05,Design Engineer,Financial Services,Mass Customer,N,Yes,3.0,0,10,Mid-Low Value
232.0,Zaria,Koeppke,Female,94.0,1987-11-11,Professor,Retail,Mass Customer,N,No,12.0,0,10,Mid-Low Value
233.0,Art,Barwell,Male,34.0,1986-08-08,Environmental Tech,Property,Mass Customer,N,No,13.0,2,7,High-Mid Value
234.0,Mead,Alpes,Female,71.0,1969-08-12,Chief Design Engineer,Retail,High Net Worth,N,No,12.0,2,4,High Value
235.0,Leona,Phateplace,Female,30.0,1976-12-26,Social Worker,Health,Mass Customer,N,No,15.0,2,4,High Value
236.0,Tybalt,Gillingwater,Male,79.0,1954-10-30,Research Nurse,Health,Affluent Customer,N,No,14.0,2,8,Mid Value
237.0,Reginald,Dartan,Male,18.0,1974-03-07,Account Coordinator,Property,High Net Worth,N,Yes,11.0,2,5,High-Mid Value
238.0,Max,Bilborough,Male,54.0,1984-02-04,Programmer III,,Mass Customer,N,Yes,14.0,2,8,Mid Value
239.0,Wells,Pressman,Male,62.0,1992-12-13,Registered Nurse,Health,Affluent Customer,N,No,3.0,2,6,High-Mid Value
240.0,Gavin,Fawks,Male,49.0,1989-07-28,Administrative Assistant III,IT,High Net Worth,N,Yes,15.0,2,10,Mid-Low Value
241.0,Quillan,Duigan,Male,94.0,1987-05-09,Quality Engineer,Entertainment,Mass Customer,N,No,20.0,2,10,Mid-Low Value
242.0,Taite,Droghan,Male,17.0,1992-03-20,Nurse,Property,Affluent Customer,N,No,8.0,2,10,Mid-Low Value
243.0,Barbara,Croxley,Female,94.0,1976-09-02,Teacher,Manufacturing,High Net Worth,N,Yes,14.0,2,11,Low Value
244.0,Germayne,Sperry,Male,57.0,1974-11-25,,Retail,Affluent Customer,N,No,8.0,2,9,Mid-Low Value
245.0,Noell,Grahlmans,Female,6.0,2001-09-26,Associate Professor,Financial Services,Affluent Customer,N,No,1.0,0,8,Mid Value
246.0,Binny,Whight,Female,63.0,1991-02-28,Technical Writer,Manufacturing,High Net Worth,N,No,9.0,0,6,High-Mid Value
247.0,Kristal,Joysey,Female,62.0,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0,0,9,Mid-Low Value
248.0,Inger,Eskell,Female,76.0,1978-04-15,Clinical Specialist,Health,Affluent Customer,N,Yes,12.0,0,11,Low Value
249.0,D'arcy,Slay,Male,65.0,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,0,9,Mid-Low Value
250.0,Kristofer,,Male,53.0,1988-04-15,Legal Assistant,Health,Mass Customer,N,Yes,13.0,0,5,High-Mid Value
251.0,Mala,,Female,88.0,1977-12-24,VP Sales,Financial Services,Affluent Customer,N,Yes,10.0,2,8,Mid Value
252.0,Anthea,Ruskin,Female,39.0,1983-01-24,Account Coordinator,Property,Mass Customer,N,Yes,13.0,2,8,Mid Value
253.0,Amalee,Choak,Female,82.0,1997-05-11,Food Chemist,Health,Mass Customer,N,Yes,1.0,2,8,Mid Value
254.0,Barbie,Rubi,Female,98.0,1961-09-22,Information Systems Manager,Retail,Mass Customer,N,No,14.0,2,7,High-Mid Value
255.0,Keeley,Kruger,Female,2.0,1954-01-15,Desktop Support Technician,IT,Mass Customer,N,No,5.0,2,7,High-Mid Value
256.0,Linell,Beadle,Female,16.0,1975-05-07,Director of Sales,Health,High Net Worth,N,Yes,21.0,2,8,Mid Value
257.0,Marissa,,Female,70.0,1966-02-08,Sales Associate,Manufacturing,Affluent Customer,N,Yes,19.0,2,8,Mid Value
258.0,Othella,Keher,Female,24.0,1992-05-03,Administrative Officer,Manufacturing,High Net Worth,N,No,9.0,2,7,High-Mid Value
259.0,Venita,Dymick,Female,70.0,1983-07-22,Senior Developer,Health,High Net Worth,N,Yes,3.0,2,7,High-Mid Value
260.0,Farand,Marriner,Female,47.0,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,2,7,High-Mid Value
261.0,Marve,Pryn,Male,74.0,1977-10-15,Structural Engineer,,Mass Customer,N,No,8.0,2,6,High-Mid Value
262.0,Cordie,Petrelli,Male,97.0,1977-12-23,,Health,High Net Worth,N,Yes,10.0,2,9,Mid-Low Value
263.0,Tonia,Leigh,Female,89.0,1985-11-19,Dental Hygienist,Health,High Net Worth,N,No,7.0,2,8,Mid Value
264.0,Jedd,Spiby,Male,31.0,1977-12-07,Technical Writer,Health,Mass Customer,N,No,11.0,2,11,Low Value
265.0,Pennie,Stoile,Male,74.0,1965-10-05,Sales Representative,Retail,High Net Worth,N,Yes,18.0,2,11,Low Value
266.0,Lelia,Garatty,Female,69.0,1989-07-19,Account Executive,Retail,Affluent Customer,N,No,18.0,2,7,High-Mid Value
268.0,Kacie,Kidston,Female,60.0,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0,2,8,Mid Value
269.0,Zacherie,Grindley,Male,55.0,1954-09-19,Nurse Practicioner,Property,Mass Customer,N,Yes,9.0,2,11,Low Value
270.0,Auberta,Roundtree,Female,38.0,1970-12-10,Budget/Accounting Analyst III,,Mass Customer,N,Yes,17.0,2,5,High-Mid Value
271.0,Doll,Burtwell,Female,51.0,1991-02-13,Financial Advisor,Financial Services,Mass Customer,N,No,4.0,2,10,Mid-Low Value
272.0,Arlie,Crean,Female,22.0,1987-06-06,Product Engineer,Retail,Mass Customer,N,Yes,1.0,2,7,High-Mid Value
273.0,Nevile,Abraham,Male,54.0,1963-04-22,Computer Systems Analyst IV,,Mass Customer,N,No,19.0,2,4,High Value
274.0,Tessi,Hesse,Female,66.0,1976-09-15,Social Worker,Health,Mass Customer,N,Yes,14.0,2,9,Mid-Low Value
275.0,Dud,,Male,7.0,1955-07-27,VP Sales,Health,High Net Worth,N,No,13.0,2,7,High-Mid Value
276.0,Goldi,Dwine,Female,47.0,1990-03-25,,Financial Services,Mass Customer,N,No,22.0,1,6,High-Mid Value
277.0,Jehanna,Alvarado,Female,69.0,1956-02-19,VP Product Management,,High Net Worth,N,No,15.0,1,9,Mid-Low Value
278.0,Sydney,Georger,Male,22.0,1997-07-30,Executive Secretary,,Affluent Customer,N,Yes,4.0,1,11,Low Value
279.0,Tamera,Hinckes,Female,0.0,1981-09-09,Web Designer I,Manufacturing,Mass Customer,N,No,11.0,1,8,Mid Value
280.0,Welch,MacAllaster,Male,15.0,1995-03-22,Geologist I,,Affluent Customer,N,Yes,5.0,1,6,High-Mid Value
281.0,Jeanette,Sizzey,Female,51.0,1972-12-27,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,0,9,Mid-Low Value
282.0,Lauren,Curcher,Male,82.0,1989-10-27,VP Quality Control,Argiculture,High Net Worth,N,Yes,11.0,0,8,Mid Value
283.0,Sari,Noye,Female,34.0,1991-02-04,Assistant Manager,Retail,Mass Customer,N,No,2.0,0,9,Mid-Low Value
284.0,Seth,Moorman,Male,38.0,1986-04-11,Financial Analyst,Financial Services,High Net Worth,N,Yes,9.0,0,9,Mid-Low Value
285.0,Julee,Janovsky,Female,3.0,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12.0,0,5,High-Mid Value
286.0,Kiley,Canaan,Male,99.0,1989-08-01,Accounting Assistant II,Manufacturing,Affluent Customer,N,Yes,11.0,0,9,Mid-Low Value
287.0,Hannie,Wodham,Female,41.0,1985-05-06,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,4.0,0,9,Mid-Low Value
288.0,Ebenezer,Seedman,Male,71.0,1985-09-08,,Manufacturing,High Net Worth,N,No,9.0,0,11,Low Value
289.0,Modestia,Lithgow,Female,43.0,1970-04-12,Clinical Specialist,Health,High Net Worth,N,No,10.0,0,9,Mid-Low Value
291.0,Aime,Burston,Female,63.0,1971-10-22,Assistant Media Planner,Entertainment,Mass Customer,N,No,4.0,0,9,Mid-Low Value
292.0,Gelya,Gerant,Female,42.0,1961-11-24,VP Product Management,,Affluent Customer,N,Yes,9.0,0,7,High-Mid Value
293.0,Virgilio,Willcocks,Male,80.0,1989-12-10,Administrative Assistant III,Manufacturing,Mass Customer,N,Yes,20.0,0,9,Mid-Low Value
294.0,Magnum,Slowan,Male,39.0,1959-04-01,Recruiting Manager,,High Net Worth,N,No,5.0,0,8,Mid Value
295.0,Lena,Chape,Female,64.0,1964-12-26,Database Administrator II,,Mass Customer,N,Yes,18.0,0,8,Mid Value
296.0,Marshal,Rathbone,Male,34.0,1972-06-19,,Health,High Net Worth,N,Yes,17.0,0,6,High-Mid Value
297.0,Cecile,MacLise,Female,33.0,1959-04-27,Electrical Engineer,Manufacturing,High Net Worth,N,No,16.0,0,6,High-Mid Value
298.0,Maurise,Lenglet,Male,69.0,1956-08-15,Engineer I,Manufacturing,High Net Worth,N,No,9.0,2,3,High Value
299.0,Corabelle,Hartnell,Female,80.0,1956-09-15,Budget/Accounting Analyst I,Financial Services,Mass Customer,N,Yes,7.0,2,8,Mid Value
300.0,Malachi,Hadcroft,Male,88.0,1956-06-22,Clinical Specialist,Health,Mass Customer,N,No,9.0,2,7,High-Mid Value
301.0,Hildy,Bilbrook,Female,54.0,1980-10-10,Developer IV,Manufacturing,High Net Worth,N,No,19.0,2,9,Mid-Low Value
302.0,Laurice,Colgrave,Female,32.0,1977-03-27,,Health,Mass Customer,N,No,13.0,2,12,Low Value
303.0,Shane,Smetoun,Female,59.0,1974-08-15,Assistant Professor,Argiculture,Mass Customer,N,Yes,14.0,2,9,Mid-Low Value
304.0,Paddy,Mumbray,Male,36.0,1969-03-27,VP Marketing,Manufacturing,Mass Customer,N,Yes,15.0,2,10,Mid-Low Value
305.0,Cris,Chellam,Female,1.0,1974-03-17,Financial Analyst,Financial Services,Mass Customer,N,No,11.0,2,7,High-Mid Value
306.0,Ruy,Adanet,Male,19.0,1973-08-02,Registered Nurse,Health,High Net Worth,N,No,18.0,2,11,Low Value
307.0,Ruben,Handlin,Male,55.0,1984-08-18,Clinical Specialist,Health,Affluent Customer,N,Yes,12.0,2,4,High Value
308.0,Iver,Dobsons,Male,2.0,1983-03-09,Database Administrator I,IT,High Net Worth,N,No,4.0,0,8,Mid Value
309.0,Maurizia,Ligerton,Female,53.0,1974-10-02,Clinical Specialist,Health,Mass Customer,N,Yes,21.0,0,8,Mid Value
310.0,Myranda,Clowser,Female,0.0,1985-02-13,Account Coordinator,Financial Services,Mass Customer,N,Yes,18.0,0,6,High-Mid Value
311.0,Jaimie,Halms,Female,86.0,1957-08-16,Internal Auditor,Health,High Net Worth,N,No,12.0,0,6,High-Mid Value
312.0,Garek,Prattin,Male,44.0,1958-03-17,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6.0,1,4,High Value
313.0,Theo,McKune,Male,70.0,1987-12-22,Operator,Manufacturing,Mass Customer,N,Yes,13.0,1,7,High-Mid Value
314.0,Catie,Advani,Female,27.0,1962-08-25,Marketing Assistant,Retail,High Net Worth,N,Yes,5.0,1,6,High-Mid Value
315.0,Lisa,Odlin,Female,67.0,1958-04-16,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,12.0,1,8,Mid Value
316.0,Genni,Larway,Female,72.0,1976-06-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10.0,1,6,High-Mid Value
317.0,Elicia,Dahler,Female,26.0,1974-02-10,Automation Specialist II,Entertainment,Mass Customer,N,Yes,14.0,1,8,Mid Value
318.0,Libbie,Castelin,Female,21.0,1969-05-19,Programmer III,Retail,Affluent Customer,N,Yes,18.0,1,5,High-Mid Value
319.0,Madelle,Matteris,Female,32.0,1971-10-11,,Retail,Mass Customer,N,Yes,14.0,2,9,Mid-Low Value
320.0,Aldous,Cubin,Male,19.0,1997-02-09,Registered Nurse,Health,Mass Customer,N,No,4.0,2,3,High Value
321.0,Christean,Finnes,Female,58.0,1973-09-15,Marketing Manager,,Mass Customer,N,No,18.0,2,9,Mid-Low Value
322.0,De,Denington,Female,19.0,1977-03-10,Research Associate,Financial Services,Mass Customer,N,Yes,11.0,2,6,High-Mid Value
323.0,Celka,Goodrich,Female,54.0,1973-06-04,Senior Developer,Health,Mass Customer,N,Yes,7.0,2,9,Mid-Low Value
324.0,Franz,Lyptrit,Male,97.0,1986-08-05,Computer Systems Analyst I,IT,Mass Customer,N,Yes,15.0,2,8,Mid Value
325.0,Anthia,Ghilardini,Female,98.0,1971-09-26,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Yes,17.0,2,7,High-Mid Value
326.0,Guenna,Spensly,Female,74.0,1980-02-16,Help Desk Operator,Financial Services,Mass Customer,N,No,6.0,2,9,Mid-Low Value
327.0,Cris,Richfield,Female,10.0,1968-07-24,Design Engineer,Health,Mass Customer,N,No,12.0,2,8,Mid Value
328.0,Bernice,Kings,Female,87.0,1991-04-11,Senior Developer,Manufacturing,Mass Customer,N,No,12.0,2,5,High-Mid Value
329.0,Garvy,Berthel,Male,25.0,1984-11-20,Account Representative IV,Entertainment,High Net Worth,N,Yes,12.0,2,6,High-Mid Value
330.0,Port,Pancost,Male,78.0,1959-06-03,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7.0,1,9,Mid-Low Value
331.0,Ford,Groucock,Male,87.0,1998-09-23,Desktop Support Technician,Health,Mass Customer,N,Yes,3.0,1,8,Mid Value
332.0,Liza,Trouel,Female,23.0,1978-08-19,Registered Nurse,Health,High Net Worth,N,No,14.0,1,9,Mid-Low Value
333.0,Debbi,Doohey,Female,25.0,1965-06-20,Sales Associate,Financial Services,Affluent Customer,N,Yes,8.0,1,8,Mid Value
334.0,Fredi,Iannuzzelli,Female,71.0,1999-05-20,Financial Advisor,Financial Services,Affluent Customer,N,Yes,3.0,1,10,Mid-Low Value
335.0,Debee,Martynov,Female,20.0,1983-04-19,Senior Editor,,Affluent Customer,N,No,8.0,0,10,Mid-Low Value
336.0,Georgiana,Wallington,Female,91.0,1980-01-06,,Manufacturing,High Net Worth,N,No,3.0,0,8,Mid Value
337.0,Shaylah,Urquhart,Female,67.0,1979-10-08,Statistician IV,Argiculture,High Net Worth,N,Yes,12.0,0,7,High-Mid Value
338.0,Hilliary,Littrell,Female,33.0,1958-03-14,,Health,Mass Customer,N,No,19.0,0,6,High-Mid Value
339.0,Nanny,Casero,Female,56.0,1980-01-11,Human Resources Manager,Health,Mass Customer,N,No,12.0,0,6,High-Mid Value
340.0,Joshuah,Purvey,Male,39.0,1973-07-31,,Argiculture,Mass Customer,N,Yes,17.0,0,7,High-Mid Value
341.0,Jeremiah,Wasling,Male,10.0,1976-08-25,GIS Technical Architect,Financial Services,Mass Customer,N,No,5.0,0,9,Mid-Low Value
342.0,Winslow,Hammant,Male,40.0,1987-05-19,Programmer IV,Health,High Net Worth,N,No,2.0,1,10,Mid-Low Value
343.0,Nicole,Johananoff,Female,76.0,1957-08-14,Recruiter,Property,Affluent Customer,N,No,13.0,1,7,High-Mid Value
344.0,Carlene,Eyckelbeck,Female,91.0,1973-07-18,,,High Net Worth,N,Yes,4.0,1,5,High-Mid Value
345.0,Tish,Oleksiak,Female,74.0,1989-02-03,Senior Sales Associate,Health,High Net Worth,N,Yes,17.0,1,8,Mid Value
346.0,Timmie,Eisikowitz,Male,68.0,1981-03-15,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,1,6,High-Mid Value
347.0,Berkly,Grishinov,Male,50.0,1965-06-06,Marketing Manager,Financial Services,Mass Customer,N,No,9.0,1,6,High-Mid Value
348.0,Gan,Devoy,Male,20.0,1980-11-01,Assistant Professor,Retail,Mass Customer,N,Yes,9.0,1,11,Low Value
349.0,Vinnie,Usherwood,Female,35.0,1981-04-15,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,No,4.0,1,12,Low Value
350.0,Carmela,Jesper,Female,47.0,1977-12-09,Clinical Specialist,Health,Mass Customer,N,Yes,9.0,0,7,High-Mid Value
351.0,Dev,Hafner,Male,69.0,1999-05-12,Pharmacist,Health,Mass Customer,N,Yes,2.0,0,6,High-Mid Value
352.0,Orrin,Finding,Male,12.0,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,0,8,Mid Value
353.0,Antonia,Cardis,Female,9.0,1980-10-09,Information Systems Manager,,Mass Customer,N,No,3.0,0,7,High-Mid Value
354.0,Mavra,Donavan,Female,87.0,1980-11-26,Legal Assistant,Property,Mass Customer,N,No,9.0,0,8,Mid Value
355.0,Stacy,Gullane,Female,97.0,1979-06-01,Database Administrator II,Retail,Mass Customer,N,Yes,3.0,0,10,Mid-Low Value
356.0,Nichole,,Female,10.0,1975-03-30,Librarian,Entertainment,High Net Worth,N,No,5.0,0,10,Mid-Low Value
357.0,Betta,Shrimpton,Female,21.0,1969-01-25,Director of Sales,,Affluent Customer,N,No,18.0,0,7,High-Mid Value
358.0,Kippie,Crimpe,Female,54.0,1985-12-27,Accounting Assistant IV,,Mass Customer,N,No,18.0,0,8,Mid Value
359.0,Dulcine,Gauson,Female,2.0,1958-11-28,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6.0,0,8,Mid Value
360.0,Atalanta,Starbucke,Female,64.0,1956-04-02,Staff Scientist,Property,Mass Customer,N,Yes,19.0,0,4,High Value
361.0,Stephana,Minero,Female,59.0,1999-03-27,Software Engineer IV,Health,Mass Customer,N,Yes,2.0,0,9,Mid-Low Value
362.0,Jamima,Pirolini,Female,47.0,1974-11-17,Software Engineer IV,Financial Services,High Net Worth,N,Yes,18.0,0,8,Mid Value
363.0,Sabrina,Caddy,Female,82.0,1988-03-04,Project Manager,Retail,Mass Customer,N,Yes,7.0,0,4,High Value
364.0,Leontyne,Simpkiss,Female,96.0,1976-09-30,Database Administrator III,Financial Services,Affluent Customer,N,No,11.0,0,6,High-Mid Value
365.0,Romona,Capitano,Female,98.0,1976-06-27,VP Quality Control,Property,High Net Worth,N,No,15.0,0,6,High-Mid Value
366.0,Constance,Ucchino,Female,7.0,1954-01-08,Librarian,Entertainment,High Net Worth,N,No,19.0,1,11,Low Value
367.0,Katrinka,Sturrock,Female,93.0,1985-02-17,Programmer II,Manufacturing,Mass Customer,N,Yes,12.0,1,6,High-Mid Value
368.0,Lacee,Roan,Female,32.0,1986-11-26,,Financial Services,High Net Worth,N,No,6.0,1,6,High-Mid Value
369.0,Alic,Trenear,Male,19.0,1991-08-24,Actuary,Financial Services,Mass Customer,N,Yes,9.0,1,9,Mid-Low Value
370.0,Trstram,Bondesen,Male,91.0,1998-07-27,,Telecommunications,Affluent Customer,N,Yes,3.0,1,11,Low Value
371.0,Pernell,Favelle,Male,7.0,1954-07-06,Systems Administrator III,Financial Services,Mass Customer,N,No,7.0,1,4,High Value
372.0,Moina,Thumim,Female,19.0,1987-08-13,Graphic Designer,Property,Affluent Customer,N,Yes,4.0,2,9,Mid-Low Value
373.0,Eva,Colenutt,Female,95.0,2000-08-26,Structural Analysis Engineer,Health,High Net Worth,N,Yes,1.0,2,9,Mid-Low Value
374.0,Valdemar,MacCoughen,Male,81.0,1992-01-22,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,8.0,2,3,High Value
375.0,Salvidor,Renzo,Male,13.0,1976-08-23,Automation Specialist II,Manufacturing,Mass Customer,N,Yes,7.0,2,9,Mid-Low Value
376.0,Marena,Brunotti,Female,60.0,1966-10-24,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,2,11,Low Value
377.0,Levy,Bonavia,Male,65.0,1999-05-19,Staff Scientist,Argiculture,Mass Customer,N,No,1.0,2,4,High Value
378.0,Raquela,Yuille,Female,98.0,1974-05-04,Senior Developer,Retail,Mass Customer,N,No,17.0,2,8,Mid Value
379.0,Bert,Ainslie,Male,2.0,1980-03-13,,Manufacturing,High Net Worth,N,Yes,4.0,2,9,Mid-Low Value
380.0,Teriann,Birdsey,Female,66.0,1956-05-15,Structural Engineer,Property,Mass Customer,N,No,17.0,2,7,High-Mid Value
381.0,Leesa,Castleman,Female,99.0,1996-11-30,Sales Associate,,Affluent Customer,N,No,1.0,2,4,High Value
382.0,Issiah,Fardell,Male,68.0,1985-08-14,Research Nurse,Health,Mass Customer,N,Yes,7.0,2,9,Mid-Low Value
383.0,Barclay,Shalders,Male,37.0,1978-07-15,Nurse Practicioner,,Affluent Customer,N,No,14.0,2,8,Mid Value
384.0,Friederike,Bestar,Female,70.0,1976-08-06,,Financial Services,Affluent Customer,N,No,17.0,2,11,Low Value
385.0,Kendall,Humes,Male,69.0,1966-12-07,Project Manager,Health,High Net Worth,N,No,9.0,2,9,Mid-Low Value
386.0,Ethelyn,Pincott,Female,63.0,1990-10-27,Senior Quality Engineer,Argiculture,Mass Customer,N,No,5.0,2,9,Mid-Low Value
387.0,Spike,Thieme,Male,34.0,1977-02-19,Administrative Officer,Financial Services,Mass Customer,N,No,22.0,0,7,High-Mid Value
388.0,Carlye,Bartle,Female,53.0,1966-05-25,,Financial Services,Mass Customer,N,Yes,11.0,0,8,Mid Value
389.0,Dorene,Scrivner,Female,97.0,1975-04-27,Help Desk Operator,Entertainment,Affluent Customer,N,Yes,17.0,0,10,Mid-Low Value
390.0,Royall,Slimings,Male,83.0,1997-11-25,Programmer Analyst II,Health,Affluent Customer,N,No,3.0,0,10,Mid-Low Value
391.0,Duffie,Woodier,Male,80.0,1970-03-25,,Argiculture,Mass Customer,N,No,16.0,0,8,Mid Value
392.0,Brandyn,Morrid,Male,38.0,1978-06-14,Safety Technician I,Property,Mass Customer,N,No,13.0,0,6,High-Mid Value
393.0,Cesaro,Isbell,Male,35.0,1955-02-08,Associate Professor,Manufacturing,Mass Customer,N,Yes,9.0,0,12,Low Value
394.0,Roanne,Cowthard,Female,70.0,1977-06-06,Legal Assistant,Health,High Net Worth,N,Yes,16.0,0,8,Mid Value
395.0,Penn,Burkinshaw,Male,28.0,1976-11-27,Data Coordiator,Retail,High Net Worth,N,Yes,9.0,0,6,High-Mid Value
396.0,Peria,Iscowitz,Female,98.0,1967-01-25,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16.0,0,6,High-Mid Value
397.0,Nerissa,Foote,Female,86.0,1981-09-02,Paralegal,Financial Services,Affluent Customer,N,Yes,5.0,0,10,Mid-Low Value
398.0,Randee,Douberday,Female,20.0,1969-01-18,,Retail,Affluent Customer,N,No,11.0,0,8,Mid Value
399.0,Nickie,Neissen,Male,26.0,1976-07-18,Engineer III,Manufacturing,Affluent Customer,N,Yes,16.0,0,6,High-Mid Value
400.0,Sibeal,Fellow,Female,86.0,1962-05-19,Financial Analyst,Financial Services,Mass Customer,N,No,5.0,0,9,Mid-Low Value
401.0,Halette,Helling,Female,56.0,1986-12-11,Assistant Professor,Retail,Mass Customer,N,No,15.0,0,5,High-Mid Value
402.0,Berne,Donegan,Male,9.0,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,No,22.0,0,6,High-Mid Value
403.0,Easter,Laffoley-Lane,Female,40.0,1975-10-17,Graphic Designer,,Mass Customer,N,Yes,17.0,0,9,Mid-Low Value
404.0,Sinclair,Sustins,Male,92.0,1995-12-17,Geologist I,Financial Services,Affluent Customer,N,Yes,4.0,0,4,High Value
